"","X","Combo","Record","leadGram","gram"
"7837",228357,"the only problem was",3,"the only problem","was"
"7838",229217,"that was a good",3,"that was a","good"
"7839",229331,"this is still a",3,"this is still","a"
"7840",229375,"this all the time",3,"this all the","time"
"7841",229444,"i think it may",3,"i think it","may"
"7842",229445,"it may have been",3,"it may have","been"
"7843",229469,"let the table of",3,"let the table","of"
"7844",229475,"the table of them",3,"the table of","them"
"7845",229833,"wanted to have a",3,"wanted to have","a"
"7846",230031,"had a couple of",3,"had a couple","of"
"7847",230037,"that as well as",3,"that as well","as"
"7848",230080,"the feeling of being",3,"the feeling of","being"
"7849",230087,"i thought itd be",3,"i thought itd","be"
"7850",230493,"things in front of",3,"things in front","of"
"7851",230650,"i sat in the",3,"i sat in","the"
"7852",230678,"telling him about the",3,"telling him about","the"
"7853",230704,"for those who know",3,"for those who","know"
"7854",230886,"and put it in",3,"and put it","in"
"7855",230965,"and i am a",3,"and i am","a"
"7856",231024,"and for the record",3,"and for the","record"
"7857",231094,"since it was the",3,"since it was","the"
"7858",231391,"and the second the",3,"and the second","the"
"7859",231414,"i could get them",3,"i could get","them"
"7860",231416,"if i could get",3,"if i could","get"
"7861",231579,"it as part of",3,"it as part","of"
"7862",231634,"have to live with",3,"have to live","with"
"7863",231792,"i have time to",3,"i have time","to"
"7864",232038,"when i heard that",3,"when i heard","that"
"7865",232205,"help me if i",3,"help me if","i"
"7866",232348,"we could see a",3,"we could see","a"
"7867",232501,"i was gifted with",3,"i was gifted","with"
"7868",232511,"is the daughter of",3,"is the daughter","of"
"7869",232577,"minutes at a time",3,"minutes at a","time"
"7870",232825,"name of the lord",3,"name of the","lord"
"7871",232932,"i began to understand",3,"i began to","understand"
"7872",232951,"to look at me",3,"to look at","me"
"7873",233255,"based in new york",3,"based in new","york"
"7874",233323,"your wedding in italy",3,"your wedding in","italy"
"7875",233504,"nail in the coffin",3,"nail in the","coffin"
"7876",233874,"the forefront of the",3,"the forefront of","the"
"7877",233974,"why there is such",3,"why there is","such"
"7878",234215,"it gave me a",3,"it gave me","a"
"7879",234227,"even with all the",3,"even with all","the"
"7880",234241,"like to think i",3,"like to think","i"
"7881",234501,"and look forward to",3,"and look forward","to"
"7882",234519,"to finish off the",3,"to finish off","the"
"7883",234611,"it was called the",3,"it was called","the"
"7884",234637,"if i were to",3,"if i were","to"
"7885",234732,"we walked through the",3,"we walked through","the"
"7886",234994,"and you know i",3,"and you know","i"
"7887",235016,"a lot about myself",3,"a lot about","myself"
"7888",235019,"i am sure i",3,"i am sure","i"
"7889",235106,"waited in line for",3,"waited in line","for"
"7890",235155,"they can be a",3,"they can be","a"
"7891",235197,"to a point where",3,"to a point","where"
"7892",235277,"but in recent years",3,"but in recent","years"
"7893",235398,"i strongly believe that",3,"i strongly believe","that"
"7894",235641,"in the th grade",3,"in the th","grade"
"7895",235688,"in any case i",3,"in any case","i"
"7896",235978,"but it could have",3,"but it could","have"
"7897",236071,"the name of this",3,"the name of","this"
"7898",236111,"of the order of",3,"of the order","of"
"7899",236147,"a lot of you",3,"a lot of","you"
"7900",236453,"in order to have",3,"in order to","have"
"7901",236536,"to go looking for",3,"to go looking","for"
"7902",236772,"with the family and",3,"with the family","and"
"7903",236935,"some time in the",3,"some time in","the"
"7904",237012,"i dont believe that",3,"i dont believe","that"
"7905",237298,"it does not make",3,"it does not","make"
"7906",237401,"except for a few",3,"except for a","few"
"7907",237455,"before our very eyes",3,"before our very","eyes"
"7908",237611,"decide to have a",3,"decide to have","a"
"7909",238026,"allows you to see",3,"allows you to","see"
"7910",238066,"again and i was",3,"again and i","was"
"7911",238281,"the kind of book",3,"the kind of","book"
"7912",238309,"out of the middle",3,"out of the","middle"
"7913",238400,"would be so much",3,"would be so","much"
"7914",238438,"we were greeted by",3,"we were greeted","by"
"7915",238722,"in full swing and",3,"in full swing","and"
"7916",238777,"but we are not",3,"but we are","not"
"7917",238802,"i already had a",3,"i already had","a"
"7918",238809,"and i was told",3,"and i was","told"
"7919",238891,"my friends and family",3,"my friends and","family"
"7920",238972,"we find out that",3,"we find out","that"
"7921",239055,"as long as we",3,"as long as","we"
"7922",239078,"to those who are",3,"to those who","are"
"7923",239333,"is that it has",3,"is that it","has"
"7924",239358,"i really like it",3,"i really like","it"
"7925",239384,"id love to have",3,"id love to","have"
"7926",239400,"on the list of",3,"on the list","of"
"7927",239589,"way i like it",3,"way i like","it"
"7928",239797,"the meaning of the",3,"the meaning of","the"
"7929",240007,"is without a doubt",3,"is without a","doubt"
"7930",240203,"a few days to",3,"a few days","to"
"7931",240215,"but i managed to",3,"but i managed","to"
"7932",240222,"managed to get it",3,"managed to get","it"
"7933",240675,"were gone and the",3,"were gone and","the"
"7934",240983,"one of those big",3,"one of those","big"
"7935",241090,"of the things they",3,"of the things","they"
"7936",241146,"also has a lot",3,"also has a","lot"
"7937",241319,"people dont want to",3,"people dont want","to"
"7938",241367,"was known for its",3,"was known for","its"
"7939",241465,"couple of days later",3,"couple of days","later"
"7940",241490,"tips on how to",3,"tips on how","to"
"7941",241621,"the money in the",3,"the money in","the"
"7942",241672,"i have to tell",3,"i have to","tell"
"7943",241712,"we have to move",3,"we have to","move"
"7944",241721,"i am so so",3,"i am so","so"
"7945",241802,"and there will be",3,"and there will","be"
"7946",241829,"can see a picture",3,"can see a","picture"
"7947",241930,"not sure how well",3,"not sure how","well"
"7948",241956,"she went ahead and",3,"she went ahead","and"
"7949",241998,"i was cm and",3,"i was cm","and"
"7950",242037,"told me to get",3,"told me to","get"
"7951",242140,"that i dont care",3,"that i dont","care"
"7952",242182,"of me in the",3,"of me in","the"
"7953",242240,"i do what i",3,"i do what","i"
"7954",242255,"sometimes i wonder if",3,"sometimes i wonder","if"
"7955",242272,"i wanted to raise",3,"i wanted to","raise"
"7956",242349,"this is also a",3,"this is also","a"
"7957",242456,"for the last three",3,"for the last","three"
"7958",242486,"which is something i",3,"which is something","i"
"7959",242652,"i had an idea",3,"i had an","idea"
"7960",242787,"in a number of",3,"in a number","of"
"7961",242807,"the look of a",3,"the look of","a"
"7962",242867,"how will i ever",3,"how will i","ever"
"7963",242978,"day at work and",3,"day at work","and"
"7964",243021,"and seems to have",3,"and seems to","have"
"7965",243078,"to the doctor for",3,"to the doctor","for"
"7966",243125,"it makes me wonder",3,"it makes me","wonder"
"7967",243220,"did not like the",3,"did not like","the"
"7968",243344,"this is definitely a",3,"this is definitely","a"
"7969",243357,"to bring it up",3,"to bring it","up"
"7970",243362,"i went in and",3,"i went in","and"
"7971",243495,"i have heard of",3,"i have heard","of"
"7972",243540,"the way i want",3,"the way i","want"
"7973",243580,"i am filled with",3,"i am filled","with"
"7974",243729,"a lot to look",3,"a lot to","look"
"7975",243733,"lot to look forward",3,"lot to look","forward"
"7976",244124,"in the mood for",3,"in the mood","for"
"7977",244244,"take me to the",3,"take me to","the"
"7978",244270,"by that i mean",3,"by that i","mean"
"7979",244475,"a few times i",3,"a few times","i"
"7980",244490,"i heard about the",3,"i heard about","the"
"7981",244744,"to go with a",3,"to go with","a"
"7982",244755,"to do things to",3,"to do things","to"
"7983",244990,"if youve never had",3,"if youve never","had"
"7984",245178,"the sake of god",3,"the sake of","god"
"7985",245272,"be blotted out from",3,"be blotted out","from"
"7986",245274,"blotted out from the",3,"blotted out from","the"
"7987",245284,"out from the book",3,"out from the","book"
"7988",245286,"the book of the",3,"the book of","the"
"7989",245343,"reminded me that i",3,"reminded me that","i"
"7990",245485,"it is a truth",3,"it is a","truth"
"7991",245517,"always going to be",3,"always going to","be"
"7992",245531,"room there was a",3,"room there was","a"
"7993",245678,"the book is about",3,"the book is","about"
"7994",245773,"dont want to have",3,"dont want to","have"
"7995",245798,"signed up for a",3,"signed up for","a"
"7996",245815,"i will admit i",3,"i will admit","i"
"7997",246026,"but i tend to",3,"but i tend","to"
"7998",246137,"have to go on",3,"have to go","on"
"7999",246152,"can make a difference",3,"can make a","difference"
"8000",246164,"where we are at",3,"where we are","at"
"8001",246263,"with the idea that",3,"with the idea","that"
"8002",246583,"im doing the best",3,"im doing the","best"
"8003",246584,"what i have to",3,"what i have","to"
"8004",246711,"i wish that i",3,"i wish that","i"
"8005",246716,"that it will be",3,"that it will","be"
"8006",246718,"wish that i could",3,"wish that i","could"
"8007",246732,"if you havent heard",3,"if you havent","heard"
"8008",246866,"everything under the sun",3,"everything under the","sun"
"8009",246877,"need to understand that",3,"need to understand","that"
"8010",246883,"what happens to us",3,"what happens to","us"
"8011",247152,"i decided to leave",3,"i decided to","leave"
"8012",247306,"love to tell you",3,"love to tell","you"
"8013",247568,"to see which one",3,"to see which","one"
"8014",247757,"is what i am",3,"is what i","am"
"8015",247852,"the other two were",3,"the other two","were"
"8016",247902,"happened to me before",3,"happened to me","before"
"8017",247985,"since i was about",3,"since i was","about"
"8018",247995,"that has to do",3,"that has to","do"
"8019",248068,"that they will be",3,"that they will","be"
"8020",248089,"will never be able",3,"will never be","able"
"8021",248091,"because we had to",3,"because we had","to"
"8022",248117,"is due to a",3,"is due to","a"
"8023",248182,"the very essence of",3,"the very essence","of"
"8024",248184,"this is the very",3,"this is the","very"
"8025",248553,"get out of here",3,"get out of","here"
"8026",248914,"you didnt have to",3,"you didnt have","to"
"8027",249007,"right to do so",3,"right to do","so"
"8028",249333,"be able to help",3,"be able to","help"
"8029",249334,"by the name of",3,"by the name","of"
"8030",249602,"i went with my",3,"i went with","my"
"8031",249667,"makes it easy to",3,"makes it easy","to"
"8032",249814,"the first row of",3,"the first row","of"
"8033",249979,"as a means to",3,"as a means","to"
"8034",250082,"of the time in",3,"of the time","in"
"8035",250249,"going on in our",3,"going on in","our"
"8036",250374,"so here is my",3,"so here is","my"
"8037",250558,"a bit like that",3,"a bit like","that"
"8038",250671,"on account of his",3,"on account of","his"
"8039",250691,"at least have a",3,"at least have","a"
"8040",250785,"a lot of us",3,"a lot of","us"
"8041",250824,"teach us how to",3,"teach us how","to"
"8042",251124,"to come home and",3,"to come home","and"
"8043",251217,"was three years old",3,"was three years","old"
"8044",251295,"there was even a",3,"there was even","a"
"8045",251402,"in the end that",3,"in the end","that"
"8046",251501,"lets just say its",3,"lets just say","its"
"8047",251550,"but i wonder if",3,"but i wonder","if"
"8048",251652,"was years old and",3,"was years old","and"
"8049",251709,"all of the children",3,"all of the","children"
"8050",251762,"to the book and",3,"to the book","and"
"8051",251840,"are not under the",3,"are not under","the"
"8052",251852,"under the supervision of",3,"under the supervision","of"
"8053",251864,"acts of the sinful",3,"acts of the","sinful"
"8054",252294,"that can only be",3,"that can only","be"
"8055",252373,"he decided to go",3,"he decided to","go"
"8056",252512,"the beginning of our",3,"the beginning of","our"
"8057",252560,"over medium high heat",3,"over medium high","heat"
"8058",252596,"when you add the",3,"when you add","the"
"8059",252649,"to him and said",3,"to him and","said"
